Season,Date,Transect,Plot_Name,L_R,Meter_no,COL_pres,T_F,Tag_ID,A_elegantissima,Phragmatopoma_californica,Chtalmus_Balanus,Bare_rock,Ralfsia_sp,Coralline_crust,Endocaldia_sp,P_polymerus,Ulva_sp
Fall,2023_09,CNM_4,CNM_4_E_3,R,4,NO,TRUE,0,0,0,0,1,1,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_C_3,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_E_4,R,5,NO,TRUE,D073,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_C_4,L,5,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_E_5,L,6,NO,TRUE,D088,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_C_5,R,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_E_6,L,7,NO,TRUE,D068,0,0,0,1,0,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_C_6,R,7,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_E_7,R,10,NO,TRUE,D109,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_4,CNM_4_C_7,L,10,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_5,CNM_5_E_1,R,0,NO,TRUE,D133,0,0,0,1,1,0,0,0,0
Fall,2023_09,CNM_5,CNM_5_C_1,L,0,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_5,CNM_5_E_2,L,2,NO,TRUE,0,0,0,1,1,1,0,0,0,0
Fall,2023_09,CNM_5,CNM_5_C_2,R,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_5,CNM_5_E_3,R,6,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_5,CNM_5_C_3,L,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_5,CNM_5_E_4,R,8,NO,TRUE,0,0,0,1,1,0,0,0,0,1
Fall,2023_09,CNM_5,CNM_5_C_4,L,8,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_6,CNM_6_E_1,L,5,NO,TRUE,D141,0,0,0,1,1,0,0,0,0
Fall,2023_09,CNM_6,CNM_6_C_1,R,5,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_6,CNM_6_E_2,L,8,NO,TRUE,D147,0,0,0,1,1,0,0,0,0
Fall,2023_09,CNM_6,CNM_6_C_2,R,8,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_6,CNM_6_E_3,L,9,NO,TRUE,D154,0,0,1,1,0,0,0,0,0
Fall,2023_09,CNM_6,CNM_6_C_3,R,9,YES,FALSE,0,1,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_E_1,R,0,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_C_1,L,0,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_E_2,L,1,NO,TRUE,D019,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_C_2,R,1,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_E_3,L,3,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_C_3,R,3,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_E_4,R,4,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_C_4,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_E_5,L,8,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_C_5,R,8,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_E_6,R,9,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_C_6,L,9,YES,FALSE,0,0,0,1,0,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_E_7,R,10,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_1,CNM_1_C_7,L,10,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_E_1,L,0,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_1,R,0,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_E_2,L,1,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_2,R,1,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_E_3,R,4,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_3,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_E_4,L,5,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_4,R,5,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_E_5,R,6,NO,TRUE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_5,L,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_E_6,R,8,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_6,L,8,YES,FALSE,0,0,0,1,1,1,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_E_7,L,10,NO,TRUE,D025,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_2,CNM_2_C_7,R,10,YES,FALSE,0,1,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_1,R,0,NO,TRUE,D062,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_1,L,0,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_2,L,2,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_2,R,2,YES,FALSE,0,0,0,1,1,1,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_3,R,4,NO,TRUE,0,1,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_3,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_4,R,5,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_4,L,5,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_5,R,6,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_5,L,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_6,R,7,NO,TRUE,D047,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_6,L,7,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_E_7,L,9,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_3,CNM_3_C_7,R,9,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_1,R,1,NO,TRUE,D093,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_1,L,1,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_2,R,2,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_2,L,2,YES,FALSE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_3,R,4,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_3,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_4,L,6,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_4,R,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_5,L,7,NO,TRUE,D111,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_5,R,7,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_6,R,8,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_6,L,8,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_E_7,L,10,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_4,CNM_4_C_7,R,10,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_1,R,1,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_1,L,1,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_2,R,2,NO,TRUE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_2,L,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_3,R,4,NO,TRUE,0,0,0,1,1,1,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_3,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_4,L,5,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_4,R,5,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_5,L,6,NO,TRUE,D132,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_5,R,6,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_6,R,8,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_6,L,8,YES,FALSE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_E_7,R,10,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_5,CNM_5_C_7,L,10,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_1,L,0,NO,TRUE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_1,R,0,YES,FALSE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_2,L,3,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_2,R,3,YES,FALSE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_3,R,4,NO,TRUE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_3,L,4,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_4,R,5,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_4,L,5,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_5,L,7,NO,TRUE,0,0,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_5,R,7,YES,FALSE,0,0,0,0,1,0,1,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_6,R,8,NO,TRUE,0,0,0,0,1,1,0,1,0,0
Winter,2024_02,CNM_6,CNM_6_C_6,L,8,YES,FALSE,0,1,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_E_7,R,10,NO,TRUE,0,1,0,0,1,1,0,0,0,0
Winter,2024_02,CNM_6,CNM_6_C_7,L,10,YES,FALSE,0,1,0,0,1,0,0,0,0,0
Winter,2024_02,CNM_6,CNM_7_E_1,R,1,NO,TRUE,0,0,0,1,1,1,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_C_1,L,1,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_E_2,R,2,NO,TRUE,0,0,1,0,1,0,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_C_2,L,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_E_3,R,4,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Winter,2024_02,CNM_7,CNM_7_C_3,L,4,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_1,R,0,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_1,L,0,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_2,R,1,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_2,L,1,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_3,L,2,NO,TRUE,D019,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_3,R,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_4,R,4,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_4,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_5,R,6,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_5,L,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_6,R,8,NO,TRUE,D174,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_6,L,8,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_E_7,R,10,NO,TRUE,D415,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_1,CNM_1_C_7,L,10,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_1,R,0,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_1,L,0,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_2,L,1,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_2,R,1,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_3,R,2,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_3,L,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_4,R,4,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_4,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_5,R,5,NO,TRUE,D215,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_5,L,5,YES,FALSE,0,0,0,1,1,0,0,0,1,0
Spring,2024_06,CNM_2,CNM_2_E_6,L,6,NO,TRUE,D214,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_6,R,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_E_7,L,10,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_2,CNM_2_C_7,R,10,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_1,L,1,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_1,R,1,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_2,R,2,NO,TRUE,D270,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_2,L,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_3,L,3,NO,TRUE,D444,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_3,R,3,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_4,L,5,NO,TRUE,D255,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_4,R,5,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_5,L,7,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_5,R,7,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_6,L,8,NO,TRUE,D259,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_6,R,8,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_E_7,L,9,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_3,CNM_3_C_7,R,9,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_1,R,1,NO,TRUE,D397,0,0,1,1,0,0,0,1,0
Spring,2024_06,CNM_4,CNM_4_C_1,L,1,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_2,L,2,NO,TRUE,D448,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_2,R,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_3,L,4,NO,TRUE,D484,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_3,R,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_4,R,6,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_4,L,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_5,L,7,NO,TRUE,D472,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_5,R,7,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_6,R,8,NO,TRUE,D476,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_6,L,8,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_E_7,L,10,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_4,CNM_4_C_7,R,10,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_1,R,2,NO,TRUE,D388,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_1,L,2,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_2,R,3,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_2,L,3,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_3,R,4,NO,TRUE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_3,L,4,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_4,R,6,NO,TRUE,D132,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_4,L,6,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_5,R,7,NO,TRUE,0,0,0,1,0,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_5,L,7,YES,FALSE,0,0,0,1,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_6,L,9,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_6,R,9,YES,FALSE,0,0,0,1,0,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_E_7,R,10,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_5,CNM_5_C_7,L,10,YES,FALSE,0,0,0,0,1,1,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_E_1,L,2,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_C_1,R,2,YES,FALSE,0,1,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_E_2,L,3,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_C_2,R,3,YES,FALSE,0,1,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_E_3,R,4,NO,TRUE,0,0,0,0,1,1,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_C_3,L,4,YES,FALSE,0,0,0,0,1,1,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_E_4,L,7,NO,TRUE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_C_4,R,7,YES,FALSE,0,0,0,0,1,0,0,0,0,0
Spring,2024_06,CNM_6,CNM_6_E_5,L,8,NO,TRUE,0,1,0,0,1,0,0,0,0,0
